file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0045.flac_aug,well marilla i'll just tell you plain that i think you're doing a mighty foolish thing a risky thing that's what you don't know what you're getting you're bringing a strange child into your house and home and you don't know a single thing about him nor what his disposition is like nor what sort of parents he had,85.71,91.91,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0046.flac,nor how he's likely to turn out why it was only last week i read in the paper how a man and his wife up west of the island took a boy out of an orphan asylum and he set fire to the house at night set it on purpose marilla and nearly burnt them to a crisp in their beds,100.0,88.74,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0046.flac_aug,nor how he's likely to turn out why it was only last week i read in the paper how a man and his wife up west of the island took a boy out of an orphan asylum and he set fire to the house at night set it on purpose marilla and nearly burnt them to a crisp in their beds,25.32,15.94,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0047.flac,and i know another case where an adopted boy used to suck the eggs they couldn't break him of it if you had asked my advice in the matter which you didn't do marilla i'd have said for mercy's sake not to think of such a thing that's what,100.0,91.78,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0047.flac_aug,and i know another case where an adopted boy used to suck the eggs they couldn't break him of it if you had asked my advice in the matter which you didn't do marilla i'd have said for mercy's sake not to think of such a thing that's what,92.31,75.49,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0048.flac,this job's comforting seemed neither to offend nor to alarm marilla she knitted steadily on i don't deny there's something in what you say rachel i've had some qualms myself but matthew was terrible set on it i could see that so i gave in,100.0,97.13,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0048.flac_aug,this job's comforting seemed neither to offend nor to alarm marilla she knitted steadily on i don't deny there's something in what you say rachel i've had some qualms myself but matthew was terrible set on it i could see that so i gave in,55.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0049.flac,it's so seldom matthew sets his mind on anything that when he does i always feel it's my duty to give in and as for the risk there's risks in pretty near everything a body does in this world there's risks in people's having children of their own if it comes to that they don't always turn out well,100.0,98.42,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0049.flac_aug,it's so seldom matthew sets his mind on anything that when he does i always feel it's my duty to give in and as for the risk there's risks in pretty near everything a body does in this world there's risks in people's having children of their own if it comes to that they don't always turn out well,37.21,11.14,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0050.flac,and then nova scotia is right close to the island it isn't as if we were getting him from england or the states he can't be much different from ourselves well i hope it will turn out all right said missus rachel in a tone that plainly indicated her painful doubts,100.0,94.28,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0050.flac_aug,and then nova scotia is right close to the island it isn't as if we were getting him from england or the states he can't be much different from ourselves well i hope it will turn out all right said missus rachel in a tone that plainly indicated her painful doubts,34.57,13.05,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0051.flac,only don't say i didn't warn you if he burns green gables down or puts strychnine in the well i heard of a case over in new brunswick where an orphan asylum child did that and the whole family died in fearful agonies only it was a girl in that instance well we're not getting a girl said marilla,97.92,94.51,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0051.flac_aug,only don't say i didn't warn you if he burns green gables down or puts strychnine in the well i heard of a case over in new brunswick where an orphan asylum child did that and the whole family died in fearful agonies only it was a girl in that instance well we're not getting a girl said marilla,50.55,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0052.flac,as if poisoning wells were a purely feminine accomplishment and not to be dreaded in the case of a boy i'd never dream of taking a girl to bring up i wonder at missus alexander spencer for doing it but there she wouldn't shrink from adopting a whole orphan asylum if she took it into her head,100.0,95.49,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0052.flac_aug,as if poisoning wells were a purely feminine accomplishment and not to be dreaded in the case of a boy i'd never dream of taking a girl to bring up i wonder at missus alexander spencer for doing it but there she wouldn't shrink from adopting a whole orphan asylum if she took it into her head,52.08,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0053.flac,missus rachel would have liked to stay until matthew came home with his imported orphan but reflecting that it would be a good two hours at least before his arrival she concluded to go up the road to robert bell's and tell the news it would certainly make a sensation second to none,97.73,97.41,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0053.flac_aug,missus rachel would have liked to stay until matthew came home with his imported orphan but reflecting that it would be a good two hours at least before his arrival she concluded to go up the road to robert bell's and tell the news it would certainly make a sensation second to none,95.45,81.42,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0054.flac,and missus rachel dearly loved to make a sensation so she took herself away somewhat to marilla's relief for the latter felt her doubts and fears reviving under the influence of missus rachel's pessimism well of all things that ever were or will be ejaculated missus rachel when she was safely out in the lane,100.0,97.47,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0054.flac_aug,and missus rachel dearly loved to make a sensation so she took herself away somewhat to marilla's relief for the latter felt her doubts and fears reviving under the influence of missus rachel's pessimism well of all things that ever were or will be ejaculated missus rachel when she was safely out in the lane,47.62,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0055.flac,it does really seem as if i must be dreaming well i'm sorry for that poor young one and no mistake matthew and marilla don't know anything about children and they'll expect him to be wiser and steadier that his own grandfather,98.67,94.08,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0055.flac_aug,it does really seem as if i must be dreaming well i'm sorry for that poor young one and no mistake matthew and marilla don't know anything about children and they'll expect him to be wiser and steadier that his own grandfather,24.24,10.95,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0056.flac,it seems uncanny to think of a child at green gables somehow there's never been one there for matthew and marilla were grown up when the new house was built if they ever were children which is hard to believe when one looks at them i wouldn't be in that orphan's shoes for anything,100.0,98.0,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0056.flac_aug,it seems uncanny to think of a child at green gables somehow there's never been one there for matthew and marilla were grown up when the new house was built if they ever were children which is hard to believe when one looks at them i wouldn't be in that orphan's shoes for anything,68.04,5.06,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0057.flac,my but i pity him that's what so said missus rachel to the wild rose bushes out of the fulness of her heart,95.24,90.93,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1240\103-1240-0057.flac_aug,my but i pity him that's what so said missus rachel to the wild rose bushes out of the fulness of her heart,34.15,7.97,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0000.flac,chapter two matthew cuthbert is surprised matthew cuthbert and the sorrel mare jogged comfortably over the eight miles to bright river it was a pretty road running along between snug farmsteads with now and again a bit of balsamy fir wood to drive through,100.0,98.43,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0000.flac_aug,chapter two matthew cuthbert is surprised matthew cuthbert and the sorrel mare jogged comfortably over the eight miles to bright river it was a pretty road running along between snug farmsteads with now and again a bit of balsamy fir wood to drive through,83.12,43.13,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\103\1241\103-1241-0001.flac,or a hollow where wild plums hung out their filmy bloom the air was sweet with the breath of many apple orchards and the meadows sloped away in the distance to horizon mists of pearl and purple while the little birds sang as if it were the one day of summer in all the year,100.0,96.19,1
